code,term
4JDH.00,Anthrax serology
N300.00,Acute osteomyelitis
389G.00,Occupational therapy assessment
679g.00,Skin care education
G575.00,Cardiac arrest
43bA.00,Norwalk virus antigen test
4JDR.00,Malaria serology
8BIx.00,Medication reminder chart given
8HTR.00,Referral to sexually transmitted infections clinic
5546.00,Coronary arteriography declined
4K2D.00,Cervical smear transformation zone cells present
4K2E.00,Cervical smear transformation zone cells absent
8HTS.00,Referral to osteoporosis clinic
8I3T.00,Chlamydia screening declined
8BIy.00,Medication review done by nurse
8I3V.00,Medication review declined
62X4.00,Length of gestation at birth
64e..00,Infant feeding at birth
64e0.00,Bottle fed at birth
64e1.00,Breast fed at birth
14X3.00,History of domestic violence
4L44.00,BRCA1 gene mutation positive
4L45.00,BRCA1 gene mutation negative
4L46.00,BRCA2 gene mutation positive
4L47.00,BRCA2 gene mutation negative
22EN.00,Periorbital erythema
65FQ.00,Booster hepatitis A junior vaccination
13BB.00,High sugar diet
5538.00,Angiocardiography equivocal
5C02.00,Radionuclide heart study normal
5C11.00,Radionuclide heart study abnormal
5C21.00,Radionuclide heart studies equivocal
12W..00,Family history of development disorder
12W0.00,Family history of autism
8I3W.00,Diabetic foot examination declined
8BIz.00,Medicine labelling large print required
6C1..00,Carries emergency treatment
1547.00,H/O: medical termination of pregnancy
68K7.00,Urine screen for chlamydia
22K8.00,Body mass index 20-24 - normal
8HTQ.00,Referral to stroke clinic
8CR..00,Clinical management plan
8CR0.00,Asthma clinical management plan
8CR2.00,Diabetes clinical management plan
8CR4.00,Hypertension clinical management plan
8CR5.00,Hypothyroidism clinical management plan
8CR6.00,Coronary heart disease risk clinical management plan
8BIw.00,Inappropriate medication stopped
12FA.00,FH: Polycystic ovaries
12FB.00,FH: Enuresis
13o2.00,Poor eye contact
46MQ.00,24 hour urine chloride output
467G.00,24 hour urine paraprotein output
4JRF.00,Viral hepatitis screening test
49L..00,Semen microscopy
49B5.00,Percentage rapid progressive sperm
49B7.00,Percent non-progressive sperm
49B6.00,Percent slow progressive sperm
4G13.00,Calculus appearance
46RF.00,Urine hexaporphyrin level
4N...00,Dialysis fluid examination
316B.00,Excess carbon 13 ratio
4919.00,Semen appearance
43bB.00,Crithidia immunofluorescence
44x..00,Biochemistry battery tests
44x2.00,Menopausal profile
4N3..00,Peritoneal dialysis fluid cell count
44MV.00,Serum protein profile
46N8.00,Urine microalbumin profile
44Sb.00,Plasma amino acid chromatography
46hB.00,Urine amino acid chromatography
48M..00,CSF (cerebrospinal fluid) amino acid chromatography
4I3c.00,Fluid sample amino acid chromatography
44tM.00,Blood spot acyl carnitine profile
44TM.00,Blood glucose series
449J.00,Gastrointestinal hormone study
43Vi.00,Percentage CD103 count
68E0.00,Pemphigus/pemphigoid screening
43Vj.00,Percentage CD7 count
43IH.00,Serum C1-esterase activity
44Cr.00,Plasma B-mannosidase level
451D.00,Urate clearance test
44OM.00,Plasma pristanate level
42hD.00,Factor VIII inhibitor screening test
46i..00,Urine pigment levels
44le.00,Kappa/lambda light chain ratio
43o0.00,Monospecific reactions
43Vk.00,CD5/19 dual positive
43Vl.00,Percentage CD23 count
43Vm.00,Percentage CD22 count
43Vn.00,Percentage CD2 count
43ar.00,Ganglioside GT1b antibody level
44Cv.00,Serum propranolol number
42X2.00,Immature reticulocyte fraction
4P...00,Saliva examination
46hZ.00,Urine glycosaminoglycan typing
683B.00,Clostridium difficile toxin detection
44x7.00,Bilirubin profile
4JT0.00,Acinetobacter species screening test
43r9.00,Anti mitochondrial antibody pattern
43Vo.00,Absolute CD4 (T4 cells) count
43Vp.00,Percentage CD4 (T4 cells) count
43Vq.00,Percentage CD33 count
43Vr.00,Absolute CD25 count
43k8.00,Serum C1 esterase inhibitor antigen level
43U4.00,Chlamydia PCR positive
43U5.00,Chlamydia PCR negative
8B6P.00,Clopidogrel prophylaxis
8HRB.00,Referral for carotid doppler
313J.00,Automated auditory brainstem response test
679M.00,Health education - rheumatology
66H9.00,Rheumatology management plan given
8HHJ.00,Referral to respiratory nurse specialist
1B1Y.00,Poor visual sequential memory
1B1a.00,Poor auditory sequential memory
2AH..00,O/E - moro reflex
661M.00,Clinical management plan agreed
661N.00,Clinical management plan review
13c2.00,Never injecting drug user
8CAX.00,Recommended thickened fluids
F25E.00,Stress-induced epilepsy
6829.00,Hepatitis C screening
2G64.00,O/E - infected toe
665D.00,Neuroleptic medication due
665E.00,Injectable neuroleptic given
665F.00,On injectable neuroleptic
61N..00,Transdermal contraceptive
2J5..00,Varicella status
13YA.00,Stroke group member
398A.00,Dependent on helper pushing wheelchair
8I3X.00,Diabetic retinopathy screening refused
8I3Y.00,Blood pressure procedure refused
8HHN.00,Referral to voluntary service
8HHP.00,Referral to learning disability team
8Hg2.00,Discharge from learning disability team
66e..00,Alcohol disorder monitoring
3896.00,Assessment of needs - review
3897.00,Review of health needs of family
3898.00,Assessment of health needs of family done
388T.00,Braden pressure ulcer risk score
14J3.00,H/O: needle stick injury
8BM..00,Medication management
8BM0.00,Mental health medication review
662j.00,Blood pressure recorded by patient at home
14AG.00,H/O: phlebitis
22N2.00,Right ankle circumference
22N1.00,Left ankle circumference
22N4.00,Right calf circumference
22N3.00,Left calf circumference
8HTP.00,Referral to musculoskeletal clinic
13nG.00,Reads Lithuanian
661L.00,Exercise assessment completed
1I5..00,No evidence of left ventricular diastolic dysfunction
24H..00,O/E - poor tissue perfusion
2FF3.00,O/E - depth of ulcer
8I6J.00,Compression bandaging not indicated
137h.00,Minutes from waking to first tobacco consumption
8I76.00,Statin not tolerated
8I77.00,Calcium channel blocker not tolerated
8I78.00,Thiazide not tolerated
8I79.00,Alpha-adrenoceptor blocker not tolerated
141D.00,H/O: diphtheria
8CAW.00,Patient advised to have pregnancy test
7276.00,Pan retinal photocoagulation for diabetes
8Hkj.00,Informal referral - signposted to other agency
43aq.00,Sulphatide antibody level
8E85.00,Spine mobilisation
19EH.00,Mucus in faeces
8G13.00,Cognitive-behaviour therapy
G622.00,Non-traumatic subdural haemorrhage
44y5.00,Blood arylsulphatase level
43nC.00,Haemophilus antibody level
43r7.00,Anti smooth muscle antibody titre
19A2.00,Abdomen feels bloated
43r5.00,Intercellular cement antibody level
43ao.00,Ganglioside GQ1b antibody level
19A3.00,Abdomen feels distended
1F11.00,Diet - low in fat
44q2.00,Urine codeine screening test
43IE.00,Complement sixth component
K242.00,Epididymo-orchitis
1657.00,Hot flushes
S413.00,Open traumatic subluxation of shoulder
SB31.00,Brachial blood vessel injury
N071.00,Lateral meniscus derangement
8C1M.00,Post-operative wound care
C10K.00,Type A insulin resistance
42G7.00,Pyruvate kinase screening test
B717.00,Benign neoplasm of islets of Langerhans
TC11.00,Fall from scaffolding
111..00,No history taken
46hY.00,Urine glycosaminoglycan measurement
1B21.00,No involuntary movements
1691.00,No swollen glands
12W1.00,Family history of learning difficulties
8CS..00,Agreement of care plan
TJF1.00,Adverse reaction to smooth muscle relaxants
16J6.00,Swollen hand
8V0..00,Admission by doctor
8H4P.00,Referral to child psychiatrist
U1AD.00,[X]Accidental poisoning by and exposure to amfetamine
4K14.00,Histology abnormal
1B37.00,Loss of power in limb
8H7a.00,Refer to hospital
8G12.00,Psychotherapy - psychodynamic
6493.00,Child HC = 10th-24th centile
6483.00,Child height=10th-24th centile
R10D.00,[D]Elevated blood glucose level
13gj.00,Born in The Gambia
13k7.00,Born in Tuvalu
42QR.00,Plasma factor V level
43ID.00,Complement fifth component
PG02.00,Congenital forehead deformity
K510.00,Vaginal wall prolapse without uterine prolapse
43r1.00,IgA antibody level
2J50.00,Chicken pox immune
146F.00,H/O: drug abuse
43I7.00,C1 inhibitor function
43i7.00,Amoxicilloyl RAST test
43iY.00,Cefaclor RAST test
43Qn.00,Gelatin RAST test
43Yu.00,Bovine insulin RAST test
43Yv.00,Human insulin RAST test
43iZ.00,Tetanus toxoid RAST test
43iE.00,Celery RAST test
43iJ.00,Cabbage RAST test
43i9.00,Chilli pepper RAST test
43iQ.00,Papaya RAST test
43iG.00,Carob bean RAST test
43ic.00,Saffron RAST test
43Qo.00,Cucumber RAST test
43iF.00,Carrot RAST test
43Qu.00,Goat milk RAST test
43iC.00,Honey RAST test
43Qt.00,Lettuce RAST test
43iX.00,Turkey meat RAST test
43Qw.00,Nutmeg RAST test
43Qx.00,Oregano RAST test
43iR.00,Poppy seed RAST test
43iN.00,White bean RAST test
43iB.00,Pine nut RAST test
43id.00,Green peppercorn RAST test
43Qv.00,Sheep milk RAST test
43iW.00,Thyme RAST test
43Yw.00,Ginger RAST test
43iL.00,Ascaris RAST test
43iT.00,Rye grass RAST test
43Qs.00,Japanese cedar pollen RAST test
43ib.00,Spruce pollen RAST test
43iM.00,White pine pollen RAST test
43i8.00,Chinchilla RAST test
43i5.00,Goose feather RAST test
43i6.00,Turkey feather RAST test
43i4.00,Pigeon feather RAST test
43iS.00,Rat mix RAST test
43Qq.00,European hornet venom RAST test
43ia.00,Alkalase RAST test
43Qp.00,Ethylene oxide RAST test
43iH.00,Candida albicans RAST test
43Qr.00,Horse fly RAST test
N067.00,Ochronotic arthropathy
F347.00,Complex regional pain syndrome type II
43iV.00,Sweet vernal grass RAST test
43if.00,Millers mix (PAX4) RAST test
43iP.00,Meat mix RAST test
43iD.00,Coffee RAST test
43iK.00,Black olive RAST test
43ie.00,Inhaled allergen mix RAST test
43iA.00,Fungal mix RAST test
43cE.00,HLA B5 antigen screening test
65FP.00,3rd hepatitis A junior vaccination
65H5.00,First DTaP vaccination
65H6.00,Second DTaP vaccination
65H7.00,Third DTaP vaccination
443m.00,Serum inhibin level
44PJ.00,Serum total cholesterol level
44vA.00,Serum levetiracetam level
46O7.00,Urine kappa light chain level
46O8.00,Urine lambda light chain level
46O9.00,Urine light chain level
43ad.00,Tissue transglutaminase IgA level
43ae.00,Tissue transglutaminase IgG level
44Lj.00,Serum unbound copper level
42jj.00,PT 80:20 mix
43al.00,Serum anti-ganglioside D1a IgG level
43am.00,Serum anti-ganglioside D1a IgM level
4I3T.00,Fluid sample phosphate level
4I3V.00,Fluid sample magnesium level
4I3W.00,Fluid sample triglyceride level
4I3X.00,Fluid sample osmolality
4I3Y.00,Fluid sample lactate level
43af.00,Serum anti-ganglioside M1 IgG level
44uS.00,Blood sirolimus level
43ag.00,Serum anti-ganglioside M1 IgM level
43ah.00,Serum anti-ganglioside Q1b IgG level
44ZV.00,Blood serotonin level
43ai.00,Serum anti-ganglioside Q1b IgM level
46Tp.00,Urine nitrogen level
43aj.00,Serum anti-ganglioside T1b IgG level
44ZW.00,Blood coproporphyrin level
43ak.00,Serum anti-ganglioside T1b IgM level
44ZX.00,Blood cystatin C level
46LV.00,Urine free catecholamine level
448z.00,Serum dopamine level
46RD.00,Urine heptaporphyrin concentration
44Sa.00,Serum hydroxyproline level
46Qu.00,Urine ketamine level
46Qv.00,Urine pholcodine level
46RH.00,Urine pentaporphyrin excretion
46Tq.00,Urine glycine level
46Tr.00,Urine histidine level
46Ts.00,Urine isoleucine level
46Tt.00,Urine leucine level
46Tu.00,Urine lysine level
4N0..00,Dialysis fluid urea level
46Tv.00,Urine methionine level
4N1..00,Dialysis fluid creatinine level
46Tw.00,Urine ornithine level
4N2..00,Dialysis fluid glucose level
46Tx.00,Urine phenylalanine level
46Ty.00,Urine proline level
46Tz.00,Urine serine level
46h0.00,Urine taurine level
46h1.00,Urine threonine level
46h2.00,Urine tryptophan level
46h3.00,Urine tyrosine level
46h4.00,Urine valine level
43I9.00,Functional complement AP100
43IA.00,Functional complement CH100
43cD.00,ENA (extractable nuclear antigen) antibody screening test
46h5.00,Urine alpha amino butyrate level
46h7.00,Urine aspartic acid level
46h8.00,Urine calcium oxalate product
48H..00,CSF (cerebrospinal fluid) sodium level
48J..00,CSF (cerebrospinal fluid) potassium level
48K..00,CSF (cerebrospinal fluid) urea level
48L..00,CSF (cerebrospinal fluid) organic acids
4I3b.00,Fluid sample organic acids
44x1.00,Lipid fractionation
443o.00,Serum prolactin isoforms level
43mb.00,Pemphigus antibody level
43mc.00,Pemphigoid antibody level
43lx.00,Silk RAST test
44lZ.00,5HIAA/creatinine ratio
44Sn.00,Serum alpha amino butyrate level
44AR.00,Plasma B natriuretic peptide level
44Sd.00,Serum beta amino butyrate level
44tE.00,Blood spot C3 carnitine (propionylcarnitine)
44tF.00,Blood spot C4 carnitine (butyrylcarnitine)
44tG.00,Blood spot isovalerylcarnitine
44x3.00,Plasma catecholamine level
44tH.00,Blood spot C6 carnitine (hexanoylcarnitine)
44tK.00,Blood spot C14:1 carnitine (tetradecenoylcarnitine)
44tL.00,Blood spot C16 carnitine (palmitoylcarnitine)
44la.00,Aminolaevulinic acid/creatinine ratio
48N..00,CSF (cerebrospinal fluid) Tau protein level
44qX.00,Cholinesterase screen
44Lg.00,Serum vitamin D2 level
44Lf.00,Serum vitamin B1 level
46hC.00,24hr urine ornithine output
46hD.00,24hr urine lysine output
46hE.00,24hr urine arginine output
443n.00,Monomeric prolactin level
44uT.00,Serum moclobemide level
44Cq.00,Serum neuron-specific enolase level
4875.00,CSF (cerebrospinal fluid) AFP (alpha-fetoprotein) level
48P..00,CSF (cerebrospinal fluid) total HCG (human chorionic gonadotrophin) level
46hP.00,Urine gamma-aminobutyrate level
46MR.00,Urine bicarbonate level
46hR.00,Urine beta-aminoisobutyrate level
44lb.00,Magnesium/creatinine ratio
46hS.00,Urine ethanolamine level
44lc.00,Urine urate/creatinine ratio
44Sc.00,Plasma arginine level
46hV.00,Urine 3-methylhistidine level
44kR.00,Plasma phosphoethanolamine level
46hW.00,Urine 1-methylhistidine level
44Se.00,Plasma sarcosine level
44Sf.00,Plasma alpha-aminoadipate level
44Sg.00,Plasma homocitrulline level
44Sh.00,Plasma alloisoleucine level
44Si.00,Plasma beta-alanine level
44Sj.00,Plasma beta-aminoisobutyrate level
44Sk.00,Plasma ethanolamine level
44Sl.00,Plasma 1-methylhistidine level
44Sm.00,Plasma 3-methylhistidine level
44kS.00,Plasma gamma-aminobutyrate level
46hF.00,Urine glutamate level
43nB.00,Pseudomonas antibody level
46hG.00,Urine glutamine level
43an.00,Serum voltage-gated potassium channel antibody level
46hH.00,Urine alloisoleucine level
46hJ.00,Urine arginine level
46hK.00,Urine asparagine level
46hL.00,Urine sarcosine level
46hQ.00,Urine citrulline level
46h9.00,Urine homocitrulline level
46hA.00,Urine cystathione level
48Q..00,Cerebrospinal fluid net bilirubin absorbance
44Cs.00,Plasma B-hexosaminidase level
44Ct.00,Plasma glycoasparaginase level
44x5.00,Serum long chain fatty acid level
44y1.00,Blood B-glucuronidase level
44y2.00,Blood B-glucosidase level
44y3.00,Blood B-galactocerebrosidase level
44y4.00,Blood B-galactosidase level
44y0.00,Blood sphingomyelinase level
43r0.00,Collagen type II antibody level
44Li.00,Plasma adjusted magnesium concentration
44Lh.00,Serum corrected magnesium level
43r2.00,Anti-beta-2 glycoprotein 1 IgG antibody level
44y6.00,Blood acetyl galactosaminidase level
46LW.00,24 hour urine vanillylmandelic acid output
44y7.00,Blood A-mannosidase level
44y8.00,Blood A-galactosidase level
44y9.00,Blood A-fucosidase level
44yA.00,Blood acid esterase level
46g4.00,Urine calcium/creatinine ratio
46hX.00,24hr urine stone former screen
44hB.00,Actual bicarbonate level
44hC.00,Standard bicarbonate level
48R..00,CSF (cerebrospinal fluid) index
48S..00,CSF (cerebrospinal fluid) oligoclonal band screen
4L11.00,Red blood cell genotype
4N4..00,Dialysis fluid potassium level
4N5..00,Dialysis fluid sodium level
43me.00,IgM autoantibody level
43md.00,IgG autoantibody level
4P0..00,Saliva 17a-hydroxy progesterone level
46Qw.00,Urine isoniazid level
44Cw.00,Plasma chromogranin B level
4Q3K.00,Retinol binding protein level
4DZ2.00,Pleural fluid lactate dehydrogenase level
46NA.00,Retinol binding protein excretion
4F44.00,Ascitic fluid amylase level
43r6.00,Serum IgG IF anti-neutrophil cytoplasmic antibody level
4F45.00,Ascitic fluid glucose level
4F46.00,Ascitic fluid protein level
44AS.00,Serum intrinsic growth factor 1 level
44vB.00,Serum dexamphetamine level
44vC.00,Serum desmethylclobazam level
115G.00,No H/O: Venous thrombosis
F424.00,Separation of retinal layers
43S..00,Blood grouping
43IB.00,Complement C1q level
1983.00,Morning nausea
43IC.00,Complement second component
43IF.00,Complement seventh component
62X..00,Fetal gestational age
P2y0.00,Congenital brain anomaly
4I3a.00,Fluid sample cell count
44qW.00,Neonatal screening test
C165.00,Polycystic ovarian syndrome
43IG.00,Complement eighth component
4627.00,Urine: cloudy
8B59.00,Soft food diet
K14..00,Lower urinary tract calculus
PD64.00,Congenital vesicourethral orifice stricture
43X0.00,Hepatitis A IgM antibody test
J086.00,Leukoplakia of oral mucosa
